0.53941554,0.79500455,-1.9960554E-4
0.41174883,0.7898818,-0.14767915
0.297318,0.75581086,-0.24646872
0.23246981,0.71863574,-0.3282614
0.24651094,0.68644,-0.39799172
0.35629642,0.6044906,-0.10055464
0.3380406,0.5206028,-0.19965282
0.3431714,0.5292289,-0.3052333
0.35604215,0.56602836,-0.36372644
0.44551876,0.5955702,-0.07729135
0.43079942,0.4979818,-0.1946107
0.43353024,0.5285312,-0.2981009
0.43575305,0.5738504,-0.34275773
0.534706,0.5996553,-0.073962495
0.52920187,0.51171786,-0.17384058
0.5290419,0.5424005,-0.2577153
0.52843916,0.5909199,-0.29061678
0.62981766,0.6146175,-0.07697978
0.63918555,0.54650533,-0.16172269
0.6255783,0.5590999,-0.22025731
0.6082229,0.59700215,-0.2408713
0.5481625,0.79554874,-2.104854E-4
0.41985768,0.7901334,-0.14854355
0.30297253,0.75796735,-0.25177413
0.23613977,0.7209903,-0.33777016
0.25328273,0.6871114,-0.4129341
0.36556262,0.60424113,-0.102415845
0.34758452,0.52165455,-0.20406137
0.35017836,0.5267662,-0.3166252
0.3625012,0.5622519,-0.3802957
0.4549429,0.5952394,-0.079178184
0.44087178,0.49822956,-0.19778055
0.44202977,0.52625537,-0.3064046
0.44521528,0.5713992,-0.35622987
0.5445692,0.5999709,-0.07595874
0.5408404,0.5129414,-0.17595261
0.5389714,0.5417963,-0.26432693
0.537996,0.59012175,-0.30102366
0.6401188,0.61579436,-0.07927206
0.6503871,0.54798055,-0.16466112
0.6357781,0.55835974,-0.2247232
0.61816525,0.59524125,-0.2469146
0.56384283,0.76521105,-5.198062E-5
0.45063427,0.76480126,-0.1457781
0.33912998,0.7404996,-0.24808125
0.27570194,0.70906067,-0.33682886
0.30091512,0.6745766,-0.41284177
0.3842702,0.6004669,-0.12622285
0.364516,0.52230394,-0.24448383
0.36595747,0.5321439,-0.35083246
0.37761733,0.567776,-0.40051666
0.4668287,0.59229505,-0.10479322
0.45220196,0.50458974,-0.24101318
0.45426568,0.5398514,-0.33853176
0.4571936,0.5826387,-0.37003055
0.55342877,0.59513813,-0.10156219
0.5464767,0.51604164,-0.2219057
0.5441551,0.5489981,-0.30193162
0.5408473,0.593515,-0.32147318
0.64630616,0.6063917,-0.10273056
0.6481714,0.5442306,-0.19847883
0.63291526,0.5598635,-0.25756028
0.6161097,0.59570074,-0.26932457
0.5763739,0.7727014,-1.0145703E-4
0.46371147,0.7701783,-0.13665675
0.35240152,0.7462109,-0.23266214
0.28550363,0.71572924,-0.31812552
0.2999562,0.68201643,-0.39026293
0.39841238,0.6106951,-0.12158778
0.37948564,0.5334141,-0.23726633
0.378064,0.5410159,-0.34320867
0.3868804,0.5746811,-0.39263782
0.47858435,0.6018305,-0.10389781
0.4663451,0.5148585,-0.2337538
0.46593285,0.5457563,-0.3268381
0.4677815,0.58688664,-0.35923344
0.56340736,0.6045028,-0.10412134
0.5574632,0.5251329,-0.21824527
0.55397207,0.5539671,-0.29440656
0.55063576,0.5970109,-0.31480783
0.65359294,0.6155406,-0.108744696
0.65796983,0.55233896,-0.19824131
0.6437011,0.56444925,-0.2554194
0.6270217,0.5981785,-0.26916143
0.5784879,0.77796984,-9.8871606E-5
0.46874067,0.7801447,-0.14306886
0.3561037,0.75493205,-0.2419492
0.29187703,0.7235314,-0.32834885
0.3165054,0.68954134,-0.40278563
0.40454602,0.61436903,-0.11265426
0.38359505,0.5363332,-0.23052369
0.38019884,0.5475078,-0.33920634
0.38966465,0.5827718,-0.39092883
0.4864456,0.6063237,-0.09132521
0.46970966,0.51897633,-0.22603975
0.46759933,0.5552466,-0.32265958
0.46970057,0.5976891,-0.35128242
0.5734992,0.609259,-0.08931264
0.5644925,0.52880037,-0.20623888
0.5586745,0.56286824,-0.28726098
0.55483526,0.60686815,-0.3062999
0.66691816,0.6202758,-0.09055669
0.6680486,0.5585543,-0.18269643
0.6521574,0.5750295,-0.24113247
0.6359952,0.6104104,-0.25308356
0.55623364,0.7659973,-1.00276964E-4
0.44397113,0.7662206,-0.14417416
0.33064094,0.74298894,-0.24962705
0.26082736,0.72073877,-0.3432505
0.28339294,0.6975515,-0.42300373
0.3875484,0.6015087,-0.14050297
0.3767188,0.5199634,-0.25997064
0.37365508,0.53525865,-0.35955995
0.37839264,0.573241,-0.40551406
0.46887144,0.5943188,-0.12183134
0.46402848,0.50326383,-0.25700936
0.45558602,0.53794986,-0.3465512
0.45291972,0.58010197,-0.37526408
0.5539917,0.5979996,-0.12167871
0.5522449,0.5162441,-0.23963657
0.54053366,0.5475825,-0.31355083
